"site_id","sample_id","site_code","day","month","year","date","latitude","longitude","waterbody_name","waterbody_type","state","river_type","eqr","eqc","dipt_spp_rich","dipt_fam_rich","dipt_abund","vec_rich","vec_fam_rich","vec_abund","Agricultural.areas","Artificial.surfaces","Forest.and.semi.natural.areas","Water.bodies","Wetlands","observation_period","sampling_events","ppt","q","tmax","tmin","ws"
"LTR1550","LTR1550_17.9.2020","LTR1550_2020",17,9,2020,2020-09-17,56.1256,24.789,"Lielupe","river","HM",1,0.53,"Good",2,2,37,0,0,0,0.974683544303798,0,0.0253164556962025,0,0,10,4,52.467,5.667,12.658,4.808,3.25
"LTR1551","LTR1551_19.10.2011","LTR1551_2011",19,10,2011,2011-10-19,56.143,23.3896,"Lielupe","river","N",1,NA,NA,3,3,142,0,0,0,0.926517571884984,0,0.073482428115016,0,0,10,2,58.9,15.917,10.458,2.913,3.083
"LTR1551","LTR1551_26.10.2020","LTR1551_2020",26,10,2020,2020-10-26,56.143,23.3896,"Lielupe","river","HM",1,0.42,"Moderate",0,0,0,0,0,0,0.926517571884984,0,0.073482428115016,0,0,10,2,47.45,2.367,12.925,5.575,3.342
"LTR1552","LTR1552_13.10.2014","LTR1552_2014",13,10,2014,2014-10-13,55.96418674,23.31091787,"Lielupe","river","HM",1,0.28,"Poor",1,1,45,0,0,0,0.434920634920635,0.565079365079365,0,0,0,1,1,49.4,11.242,11.878,4.447,3.091
"LTR1553","LTR1553_24.9.2019","LTR1553_2019",24,9,2019,2019-09-24,55.94828453,23.56427844,"Lielupe","river","N",1,0.45,"Moderate",1,1,7,0,0,0,1,0,0,0,0,4,2,42.442,9.133,12.333,4.892,2.958
"LTR1553","LTR1553_22.9.2022","LTR1553_2022",22,9,2022,2022-09-22,55.94828453,23.56427844,"Lielupe","river","HM",1,0.45,"Moderate",1,1,19,0,0,0,1,0,0,0,0,4,2,60.542,15,11.508,4,3.15
"LTR1554","LTR1554_13.10.2011","LTR1554_2011",13,10,2011,2011-10-13,55.9141,23.7563,"Lielupe","river","N",3,NA,NA,3,3,19,0,0,0,0.588424437299035,0,0.411575562700965,0,0,1,1,57.7,15.483,10.49,2.754,3.113
"LTR1556","LTR1556_22.9.2011","LTR1556_2011",22,9,2011,2011-09-22,55.9205,25.0716,"Lielupe","river","N",1,NA,NA,5,5,30,1,1,2,1,0,0,0,0,11,3,58.375,17.025,10.308,2.182,3.142
"LTR1556","LTR1556_9.10.2014","LTR1556_2014",9,10,2014,2014-10-09,55.9205,25.0716,"Lielupe","river","N",1,0.66,"Good",1,1,57,0,0,0,1,0,0,0,0,11,3,52.308,10.425,12.045,4.205,3.046
"LTR1556","LTR1556_7.10.2021","LTR1556_2021",7,10,2021,2021-10-07,55.9205,25.0716,"Lielupe","river","N",1,0.55,"Moderate",2,2,83,0,0,0,1,0,0,0,0,11,3,58.25,7.825,11.642,3.667,3.208
"LTR1557","LTR1557_22.9.2011","LTR1557_2011",22,9,2011,2011-09-22,55.8423,25.0608,"Lielupe","river","HM",1,NA,NA,6,6,14,2,2,2,0.984177215189873,0,0.0158227848101266,0,0,11,4,58.458,17.1,10.287,2.156,3.18
"LTR1557","LTR1557_1.10.2014","LTR1557_2014",1,10,2014,2014-10-01,55.8423,25.0608,"Lielupe","river","HM",1,0.69,"Good",5,4,138,1,1,61,0.984177215189873,0,0.0158227848101266,0,0,11,4,52.442,10.425,12.04,4.166,3.081
"LTR1557","LTR1557_9.10.2018","LTR1557_2018",9,10,2018,2018-10-09,55.8423,25.0608,"Lielupe","river","HM",1,0.64,"Good",2,2,83,0,0,0,0.984177215189873,0,0.0158227848101266,0,0,11,4,52.05,18.808,11.925,4.025,3.157
"LTR1557","LTR1557_6.10.2021","LTR1557_2021",6,10,2021,2021-10-06,55.8423,25.0608,"Lielupe","river","HM",1,0.56,"Good",3,2,29,0,0,0,0.984177215189873,0,0.0158227848101266,0,0,11,4,58.267,8.142,11.617,3.608,3.217
"LTR1558","LTR1558_5.10.2011","LTR1558_2011",5,10,2011,2011-10-05,55.8356,24.9582,"Lielupe","river","N",3,NA,NA,6,6,60,2,2,4,0.583333333333333,0.346153846153846,0.0705128205128205,0,0,10,4,55.892,16.458,10.462,2.264,3.163
"LTR1558","LTR1558_1.10.2014","LTR1558_2014",1,10,2014,2014-10-01,55.8356,24.9582,"Lielupe","river","N",3,0.7,"Good",6,6,26,0,0,0,0.583333333333333,0.346153846153846,0.0705128205128205,0,0,10,4,52.058,10.45,12.014,4.164,3.082
"LTR1558","LTR1558_10.10.2017","LTR1558_2017",10,10,2017,2017-10-10,55.8356,24.9582,"Lielupe","river","N",3,0.46,"Moderate",1,1,15,0,0,0,0.583333333333333,0.346153846153846,0.0705128205128205,0,0,10,4,62.542,16.383,10.35,3.208,3.176
"LTR1558","LTR1558_28.9.2020","LTR1558_2020",28,9,2020,2020-09-28,55.8356,24.9582,"Lielupe","river","N",3,0.69,"Good",3,3,17,0,0,0,0.583333333333333,0.346153846153846,0.0705128205128205,0,0,10,4,51.533,5.658,12.725,4.733,3.392
"LTR1559","LTR1559_22.9.2011","LTR1559_2011",22,9,2011,2011-09-22,55.8326,25.0598,"Lielupe","river","N",1,NA,NA,2,2,18,0,0,0,0.849840255591054,0,0.150159744408946,0,0,11,4,58.517,17.325,10.247,2.128,3.19
"LTR1559","LTR1559_9.10.2014","LTR1559_2014",9,10,2014,2014-10-09,55.8326,25.0598,"Lielupe","river","N",1,0.81,"High",3,3,24,1,1,4,0.849840255591054,0,0.150159744408946,0,0,11,4,52.592,10.692,12.008,4.132,3.092
"LTR1559","LTR1559_9.10.2018","LTR1559_2018",9,10,2018,2018-10-09,55.8326,25.0598,"Lielupe","river","N",1,0.64,"Good",2,2,45,0,0,0,0.849840255591054,0,0.150159744408946,0,0,11,4,51.942,18.8,11.875,4,3.166
"LTR1559","LTR1559_6.10.2021","LTR1559_2021",6,10,2021,2021-10-06,55.8326,25.0598,"Lielupe","river","N",1,0.49,"Moderate",4,3,45,0,0,0,0.849840255591054,0,0.150159744408946,0,0,11,4,58.258,8.342,11.533,3.533,3.233
"LTR1560","LTR1560_29.9.2011","LTR1560_2011",29,9,2011,2011-09-29,55.68535331,24.90424694,"Lielupe","river","N",1,NA,NA,6,4,65,3,1,46,0.670926517571885,0,0.329073482428115,0,0,4,2,57.567,16.317,10.276,2.174,3.237
"LTR1560","LTR1560_16.9.2014","LTR1560_2014",16,9,2014,2014-09-16,55.68535331,24.90424694,"Lielupe","river","N",1,0.7,"Good",7,5,54,1,1,21,0.670926517571885,0,0.329073482428115,0,0,4,2,56.3,10.525,11.903,4.168,3.182
"LTR1561","LTR1561_29.9.2011","LTR1561_2011",29,9,2011,2011-09-29,55.7075,24.7512,"Lielupe","river","N",1,NA,NA,8,8,42,2,2,7,0.773885350318471,0,0.226114649681529,0,0,13,4,57.842,16.242,10.282,2.164,3.243
"LTR1561","LTR1561_16.9.2014","LTR1561_2014",16,9,2014,2014-09-16,55.7075,24.7512,"Lielupe","river","N",1,0.84,"High",8,8,22,2,2,3,0.773885350318471,0,0.226114649681529,0,0,13,4,56.325,10.508,11.908,4.158,3.187
"LTR1561","LTR1561_21.9.2020","LTR1561_2020",21,9,2020,2020-09-21,55.7075,24.7512,"Lielupe","river","N",1,0.84,"High",7,7,29,1,1,2,0.773885350318471,0,0.226114649681529,0,0,13,4,50.992,4.75,12.742,4.717,3.467
"LTR1561","LTR1561_27.9.2023","LTR1561_2023",27,9,2023,2023-09-27,55.7075,24.7512,"Lielupe","river","N",1,NA,NA,3,3,22,0,0,0,0.773885350318471,0,0.226114649681529,0,0,13,4,47.15,11.8,11.85,3.85,3.042
"LTR1562","LTR1562_27.9.2011","LTR1562_2011",27,9,2011,2011-09-27,56.003,24.2734,"Lielupe","river","HM",1,NA,NA,0,0,0,0,0,0,1,0,0,0,0,11,4,58.192,14.783,10.463,2.717,3.079
"LTR1562","LTR1562_8.10.2014","LTR1562_2014",8,10,2014,2014-10-08,56.003,24.2734,"Lielupe","river","HM",1,0.66,"Good",2,2,68,1,1,1,1,0,0,0,0,11,4,49,9.125,12.211,4.737,2.978
"LTR1562","LTR1562_2.10.2017","LTR1562_2017",2,10,2017,2017-10-02,56.003,24.2734,"Lielupe","river","HM",1,0.5,"Good",3,3,53,1,1,14,1,0,0,0,0,11,4,57.758,14.108,10.55,3.783,3.061
"LTR1562","LTR1562_30.9.2021","LTR1562_2021",30,9,2021,2021-09-30,56.003,24.2734,"Lielupe","river","HM",1,0.51,"Moderate",3,2,12,0,0,0,1,0,0,0,0,11,4,54.075,7.567,12.058,4.45,3.083
"LTR1563","LTR1563_29.9.2011","LTR1563_2011",29,9,2011,2011-09-29,56.0237,24.3593,"Lielupe","river","N",1,NA,NA,3,3,19,1,1,5,0.752411575562701,0.247588424437299,0,0,0,10,4,58.017,14.883,10.456,2.657,3.087
"LTR1563","LTR1563_8.10.2014","LTR1563_2014",8,10,2014,2014-10-08,56.0237,24.3593,"Lielupe","river","N",1,0.67,"Good",2,2,65,1,1,2,0.752411575562701,0.247588424437299,0,0,0,10,4,49.208,9.05,12.199,4.677,2.986
"LTR1563","LTR1563_2.10.2017","LTR1563_2017",2,10,2017,2017-10-02,56.0237,24.3593,"Lielupe","river","N",1,0.42,"Moderate",1,1,8,0,0,0,0.752411575562701,0.247588424437299,0,0,0,10,4,57.942,14.158,10.508,3.725,3.07
"LTR1563","LTR1563_16.9.2020","LTR1563_2020",16,9,2020,2020-09-16,56.0237,24.3593,"Lielupe","river","N",1,0.51,"Moderate",2,1,57,0,0,0,0.752411575562701,0.247588424437299,0,0,0,10,4,50.158,2.667,12.875,5.217,3.308
"LTR1564","LTR1564_29.9.2011","LTR1564_2011",29,9,2011,2011-09-29,56.0142,24.377,"Lielupe","river","HM",1,NA,NA,5,5,10,1,1,1,0.987138263665595,0.0128617363344051,0,0,0,10,3,58.167,15.142,10.485,2.658,3.095
"LTR1564","LTR1564_7.10.2014","LTR1564_2014",7,10,2014,2014-10-07,56.0142,24.377,"Lielupe","river","HM",1,0.58,"Good",2,2,91,0,0,0,0.987138263665595,0.0128617363344051,0,0,0,10,3,49.533,9.208,12.224,4.677,2.993
"LTR1564","LTR1564_16.9.2020","LTR1564_2020",16,9,2020,2020-09-16,56.0142,24.377,"Lielupe","river","HM",1,0.62,"Good",4,4,369,3,3,9,0.987138263665595,0.0128617363344051,0,0,0,10,3,50.592,2.683,12.883,5.225,3.3
"LTR1565","LTR1565_27.9.2011","LTR1565_2011",27,9,2011,2011-09-27,55.953,24.4433,"Lielupe","river","N",2,NA,NA,4,4,11,1,1,1,0.794952681388013,0.00315457413249211,0.201892744479495,0,0,10,4,58.217,15.283,10.569,2.647,3.118
"LTR1565","LTR1565_7.10.2014","LTR1565_2014",7,10,2014,2014-10-07,55.953,24.4433,"Lielupe","river","N",2,0.87,"High",5,5,49,1,1,5,0.794952681388013,0.00315457413249211,0.201892744479495,0,0,10,4,50.05,9.05,12.313,4.665,3.016
"LTR1565","LTR1565_10.10.2017","LTR1565_2017",10,10,2017,2017-10-10,55.953,24.4433,"Lielupe","river","N",2,0.62,"Good",1,1,18,0,0,0,0.794952681388013,0.00315457413249211,0.201892744479495,0,0,10,4,58.717,14.5,10.633,3.7,3.102
"LTR1565","LTR1565_16.9.2020","LTR1565_2020",16,9,2020,2020-09-16,55.953,24.4433,"Lielupe","river","N",2,0.67,"Good",3,2,244,1,1,17,0.794952681388013,0.00315457413249211,0.201892744479495,0,0,10,4,51,2.542,12.992,5.2,3.325
"LTR1566","LTR1566_29.9.2011","LTR1566_2011",29,9,2011,2011-09-29,56.1065,24.4524,"Lielupe","river","N",1,NA,NA,1,1,13,0,0,0,0.993650793650794,0,0.00634920634920635,0,0,10,4,58.067,15.167,10.38,2.551,3.054
"LTR1566","LTR1566_8.10.2014","LTR1566_2014",8,10,2014,2014-10-08,56.1065,24.4524,"Lielupe","river","N",1,0.38,"Poor",3,3,13,0,0,0,0.993650793650794,0,0.00634920634920635,0,0,10,4,49.517,9.508,12.108,4.573,2.955
"LTR1566","LTR1566_2.10.2017","LTR1566_2017",2,10,2017,2017-10-02,56.1065,24.4524,"Lielupe","river","N",1,0.44,"Moderate",1,1,33,0,0,0,0.993650793650794,0,0.00634920634920635,0,0,10,4,58.233,14.617,10.417,3.633,3.041
"LTR1566","LTR1566_21.9.2020","LTR1566_2020",21,9,2020,2020-09-21,56.1065,24.4524,"Lielupe","river","N",1,0.42,"Moderate",2,2,2,0,0,0,0.993650793650794,0,0.00634920634920635,0,0,10,4,50.558,3.525,12.783,5.108,3.25
"LTR1567","LTR1567_3.10.2011","LTR1567_2011",3,10,2011,2011-10-03,56.1638,24.5783,"Lielupe","river","N",1,NA,NA,2,2,49,0,0,0,0.781350482315113,0.12540192926045,0.0932475884244373,0,0,10,4,55.808,15.833,10.517,2.55,3.042
"LTR1567","LTR1567_7.10.2014","LTR1567_2014",7,10,2014,2014-10-07,56.1638,24.5783,"Lielupe","river","N",1,0.76,"Good",4,4,53,2,2,4,0.781350482315113,0.12540192926045,0.0932475884244373,0,0,10,4,50.4,10.425,12.038,4.462,2.962
"LTR1567","LTR1567_4.10.2017","LTR1567_2017",4,10,2017,2017-10-04,56.1638,24.5783,"Lielupe","river","N",1,0.56,"Moderate",3,3,79,0,0,0,0.781350482315113,0.12540192926045,0.0932475884244373,0,0,10,4,59.417,15.375,10.358,3.508,3.048
"LTR1567","LTR1567_17.9.2020","LTR1567_2020",17,9,2020,2020-09-17,56.1638,24.5783,"Lielupe","river","N",1,0.43,"Moderate",3,1,723,0,0,0,0.781350482315113,0.12540192926045,0.0932475884244373,0,0,10,4,51.417,4.3,12.725,5.008,3.25
"LTR1568","LTR1568_4.10.2011","LTR1568_2011",4,10,2011,2011-10-04,56.2595,24.2157,"Lielupe","river","HM",1,NA,NA,3,3,4,1,1,1,0.879365079365079,0,0.120634920634921,0,0,11,4,56.008,15.083,10.428,2.827,2.978
"LTR1568","LTR1568_8.10.2014","LTR1568_2014",8,10,2014,2014-10-08,56.2595,24.2157,"Lielupe","river","HM",1,0.44,"Moderate",2,2,3,1,1,1,0.879365079365079,0,0.120634920634921,0,0,11,4,48.7,10,11.971,4.723,2.898
"LTR1568","LTR1568_16.10.2017","LTR1568_2017",16,10,2017,2017-10-16,56.2595,24.2157,"Lielupe","river","HM",1,0.36,"Moderate",0,0,0,0,0,0,0.879365079365079,0,0.120634920634921,0,0,11,4,57.308,13.933,10.267,3.775,2.978
"LTR1568","LTR1568_5.10.2021","LTR1568_2021",5,10,2021,2021-10-05,56.2595,24.2157,"Lielupe","river","HM",1,0.35,"Moderate",2,1,11,0,0,0,0.879365079365079,0,0.120634920634921,0,0,11,4,53.9,6.517,11.608,4.242,3.008
"LTR1569","LTR1569_18.10.2011","LTR1569_2011",18,10,2011,2011-10-18,56.2763,23.7472,"Lielupe","river","HM",1,NA,NA,5,5,133,2,2,127,0.78343949044586,0.21656050955414,0,0,0,11,2,57.492,15.417,10.566,3.087,2.987
"LTR1569","LTR1569_7.10.2021","LTR1569_2021",7,10,2021,2021-10-07,56.2763,23.7472,"Lielupe","river","HM",1,0.47,"Moderate",3,2,36,0,0,0,0.78343949044586,0.21656050955414,0,0,0,11,2,53.875,5.383,11.767,4.533,2.975
"LTR1570","LTR1570_18.10.2011","LTR1570_2011",18,10,2011,2011-10-18,56.2675,23.7164,"Lielupe","river","HM",1,NA,NA,2,2,77,1,1,2,1,0,0,0,0,11,2,57.492,15.417,10.566,3.087,2.987
"LTR1570","LTR1570_7.10.2021","LTR1570_2021",7,10,2021,2021-10-07,56.2675,23.7164,"Lielupe","river","HM",1,0.56,"Good",3,3,19,1,1,5,1,0,0,0,0,11,2,53.875,5.383,11.767,4.533,2.975
"LTR1571","LTR1571_18.10.2011","LTR1571_2011",18,10,2011,2011-10-18,56.3526,23.7176,"Lielupe","river","HM",1,NA,NA,3,3,126,0,0,0,0.987301587301587,0.0126984126984127,0,0,0,10,2,57.983,15.725,10.485,3.128,2.984
"LTR1571","LTR1571_15.10.2020","LTR1571_2020",15,10,2020,2020-10-15,56.3526,23.7176,"Lielupe","river","HM",1,0.49,"Moderate",1,1,8,0,0,0,0.987301587301587,0.0126984126984127,0,0,0,10,2,47.692,2.658,12.942,5.792,3.233
"LTR1572","LTR1572_24.9.2014","LTR1572_2014",24,9,2014,2014-09-24,56.3126,22.8126,"Venta","river","HM",1,0.65,"Good",3,3,60,0,0,0,0.95859872611465,0,0.0414012738853503,0,0,7,2,58.325,14.092,11.589,4.671,3.154
"LTR1572","LTR1572_12.10.2020","LTR1572_2020",12,10,2020,2020-10-12,56.3126,22.8126,"Venta","river","HM",1,0.5,"Good",0,0,0,0,0,0,0.95859872611465,0,0.0414012738853503,0,0,7,2,51.517,7.717,12.608,5.483,3.475
"LTR1573","LTR1573_29.9.2011","LTR1573_2011",29,9,2011,2011-09-29,55.2337,26.6682,"Dauguva","river","N",2,NA,NA,1,1,48,0,0,0,0.565916398713826,0,0.434083601286174,0,0,10,3,56.5,18.8,9.727,1.875,2.948
"LTR1573","LTR1573_13.10.2014","LTR1573_2014",13,10,2014,2014-10-13,55.2337,26.6682,"Dauguva","river","HM",1,0.74,"Good",3,3,7,0,0,0,0.565916398713826,0,0.434083601286174,0,0,10,3,57.933,12.192,11.393,3.913,2.853
"LTR1573","LTR1573_23.9.2020","LTR1573_2020",23,9,2020,2020-09-23,55.2337,26.6682,"Dauguva","river","HM",2,0.65,"Good",3,3,14,1,1,1,0.565916398713826,0,0.434083601286174,0,0,10,3,53.308,7.8,12.225,4.525,3.25
"LTR1574","LTR1574_26.9.2011","LTR1574_2011",26,9,2011,2011-09-26,55.3353,25.3764,"Nemunas","river","N",1,NA,NA,4,4,51,1,1,1,0.69620253164557,0,0.30379746835443,0,0,10,4,58.317,18.375,10.115,1.986,3.26
"LTR1574","LTR1574_22.9.2014","LTR1574_2014",22,9,2014,2014-09-22,55.3353,25.3764,"Nemunas","river","N",1,0.84,"High",4,3,31,1,1,1,0.69620253164557,0,0.30379746835443,0,0,10,4,58.517,12.033,11.712,4.003,3.213
"LTR1574","LTR1574_23.10.2017","LTR1574_2017",23,10,2017,2017-10-23,55.3353,25.3764,"Nemunas","river","N",1,0.66,"Good",5,5,209,1,1,152,0.69620253164557,0,0.30379746835443,0,0,10,4,66.408,19.092,10.217,2.925,3.261
"LTR1574","LTR1574_23.9.2020","LTR1574_2020",23,9,2020,2020-09-23,55.3353,25.3764,"Nemunas","river","N",1,0.66,"Good",2,2,8,0,0,0,0.69620253164557,0,0.30379746835443,0,0,10,4,50.092,6.133,12.65,4.567,3.5
"LTR1575","LTR1575_24.9.2012","LTR1575_2012",24,9,2012,2012-09-24,55.418,24.9347,"Nemunas","river","N",5,NA,NA,6,5,21,0,0,0,0.384615384615385,0,0.615384615384615,0,0,10,4,51.117,9.083,11.033,3.175,3.356
"LTR1575","LTR1575_22.9.2015","LTR1575_2015",22,9,2015,2015-09-22,55.418,24.9347,"Nemunas","river","N",5,0.7,"Good",2,2,63,0,0,0,0.384615384615385,0,0.615384615384615,0,0,10,4,38.425,7.733,11.858,3.54,3.185
"LTR1575","LTR1575_20.9.2018","LTR1575_2018",20,9,2018,2018-09-20,55.418,24.9347,"Nemunas","river","N",5,0.78,"Good",3,3,108,0,0,0,0.384615384615385,0,0.615384615384615,0,0,10,4,54.983,16.858,11.825,4.033,3.248
"LTR1575","LTR1575_20.9.2021","LTR1575_2021",20,9,2021,2021-09-20,55.418,24.9347,"Nemunas","river","HM",5,0.76,"Good",6,5,30,1,1,8,0.384615384615385,0,0.615384615384615,0,0,10,4,53.608,7.133,11.933,3.858,3.317
"LTR1576","LTR1576_27.9.2011","LTR1576_2011",27,9,2011,2011-09-27,55.1833,22.6503,"Nemunas","river","N",2,NA,NA,1,1,25,0,0,0,0.875796178343949,0,0.124203821656051,0,0,5,2,71.933,27.867,10.468,2.736,3.464
"LTR1576","LTR1576_30.9.2015","LTR1576_2015",30,9,2015,2015-09-30,55.1833,22.6503,"Nemunas","river","N",2,0.55,"Moderate",4,4,106,0,0,0,0.875796178343949,0,0.124203821656051,0,0,5,2,46.65,15.117,11.959,4.113,3.367
"LTR1577","LTR1577_24.9.2012","LTR1577_2012",24,9,2012,2012-09-24,54.4328,23.3585,"Nemunas","river","N",3,NA,NA,5,5,619,0,0,0,1,0,0,0,0,10,4,49.058,8.725,11.384,3.581,3.484
"LTR1577","LTR1577_29.9.2015","LTR1577_2015",29,9,2015,2015-09-29,54.4328,23.3585,"Nemunas","river","N",3,0.91,"High",6,6,179,1,1,44,1,0,0,0,0,10,4,38.742,7.633,12.241,4.069,3.35
"LTR1577","LTR1577_8.10.2018","LTR1577_2018",8,10,2018,2018-10-08,54.4328,23.3585,"Nemunas","river","N",3,0.96,"High",5,5,94,1,1,37,1,0,0,0,0,10,4,51.25,18.05,12.583,4.592,3.415
"LTR1577","LTR1577_5.10.2021","LTR1577_2021",5,10,2021,2021-10-05,54.4328,23.3585,"Nemunas","river","N",3,0.77,"Good",3,3,32,1,1,12,1,0,0,0,0,10,4,54.542,6.25,11.858,3.958,3.4
"LTR1578","LTR1578_6.10.2022","LTR1578_2022",6,10,2022,2022-10-06,56.28703627,22.30263067,"Venta","river","N",1,0.62,"Good",2,2,52,0,0,0,0.798076923076923,0.092948717948718,0.108974358974359,0,0,1,1,64.817,27.175,11.225,4.217,3.417
"LTR1579","LTR1579_19.10.2011","LTR1579_2011",19,10,2011,2011-10-19,56.2449,23.5636,"Lielupe","river","HM",1,NA,NA,6,6,29,2,2,2,0.775316455696202,0.224683544303797,0,0,0,10,2,57.917,15.583,10.54,3.025,3.018
"LTR1579","LTR1579_15.10.2020","LTR1579_2020",15,10,2020,2020-10-15,56.2449,23.5636,"Lielupe","river","HM",1,0.4,"Moderate",1,1,15,0,0,0,0.775316455696202,0.224683544303797,0,0,0,10,2,47.35,2.375,13.017,5.7,3.283
"LTR1580","LTR1580_3.10.2011","LTR1580_2011",3,10,2011,2011-10-03,56.1897,24.593,"Lielupe","river","N",3,NA,NA,3,3,38,0,0,0,0.900958466453674,0,0.0990415335463259,0,0,10,4,55.858,16.092,10.48,2.478,3.016
"LTR1580","LTR1580_7.10.2014","LTR1580_2014",7,10,2014,2014-10-07,56.1897,24.593,"Lielupe","river","N",3,0.58,"Moderate",2,2,4,1,1,2,0.900958466453674,0,0.0990415335463259,0,0,10,4,50.658,10.875,11.993,4.393,2.937
"LTR1580","LTR1580_4.10.2017","LTR1580_2017",4,10,2017,2017-10-04,56.1897,24.593,"Lielupe","river","N",3,0.46,"Moderate",1,1,13,0,0,0,0.900958466453674,0,0.0990415335463259,0,0,10,4,59.825,15.875,10.308,3.433,3.024
"LTR1580","LTR1580_17.9.2020","LTR1580_2020",17,9,2020,2020-09-17,56.1897,24.593,"Lielupe","river","N",3,0.41,"Moderate",2,2,21,1,1,1,0.900958466453674,0,0.0990415335463259,0,0,10,4,51.742,5.192,12.667,4.942,3.225
"LTR1581","LTR1581_29.9.2011","LTR1581_2011",29,9,2011,2011-09-29,56.1249,24.4725,"Lielupe","river","N",3,NA,NA,3,3,37,0,0,0,0.742765273311897,0.257234726688103,0,0,0,10,4,58.183,15.375,10.356,2.499,3.059
"LTR1581","LTR1581_8.10.2014","LTR1581_2014",8,10,2014,2014-10-08,56.1249,24.4725,"Lielupe","river","N",3,0.54,"Moderate",1,1,5,0,0,0,0.742765273311897,0.257234726688103,0,0,0,10,4,49.833,9.642,12.082,4.519,2.961
"LTR1581","LTR1581_2.10.2017","LTR1581_2017",2,10,2017,2017-10-02,56.1249,24.4725,"Lielupe","river","N",3,0.45,"Moderate",3,2,35,0,0,0,0.742765273311897,0.257234726688103,0,0,0,10,4,58.592,14.9,10.392,3.567,3.045
"LTR1581","LTR1581_23.9.2020","LTR1581_2020",23,9,2020,2020-09-23,56.1249,24.4725,"Lielupe","river","N",3,0.45,"Moderate",3,3,14,0,0,0,0.742765273311897,0.257234726688103,0,0,0,10,4,50.967,3.775,12.742,5.05,3.242
"LTR1582","LTR1582_27.9.2011","LTR1582_2011",27,9,2011,2011-09-27,55.6341,26.4695,"Dauguva","river","N",2,NA,NA,4,4,36,1,1,28,0.427215189873418,0,0.30379746835443,0,0.268987341772152,13,4,54.583,17.308,9.688,1.743,3.018
"LTR1582","LTR1582_23.9.2014","LTR1582_2014",23,9,2014,2014-09-23,55.6341,26.4695,"Dauguva","river","N",2,0.69,"Good",5,4,44,2,1,41,0.427215189873418,0,0.30379746835443,0,0.268987341772152,13,4,58.192,10.55,11.24,3.819,3.002
"LTR1582","LTR1582_17.9.2020","LTR1582_2020",17,9,2020,2020-09-17,55.6341,26.4695,"Dauguva","river","N",2,0.64,"Good",4,4,207,1,1,165,0.427215189873418,0,0.30379746835443,0,0.268987341772152,13,4,51.933,7.7,12.242,4.417,3.3
"LTR1582","LTR1582_19.9.2023","LTR1582_2023",19,9,2023,2023-09-19,55.6341,26.4695,"Dauguva","river","N",2,NA,NA,4,3,115,1,1,93,0.427215189873418,0,0.30379746835443,0,0.268987341772152,13,4,55.267,18.567,11.142,3.383,2.908
"LTR1583","LTR1583_3.10.2011","LTR1583_2011",3,10,2011,2011-10-03,56.0217,24.7007,"Lielupe","river","HM",1,NA,NA,3,3,76,1,1,1,0.913738019169329,0.00319488817891374,0.0830670926517572,0,0,11,4,55.858,16.142,10.555,2.432,3.096
"LTR1583","LTR1583_7.10.2014","LTR1583_2014",7,10,2014,2014-10-07,56.0217,24.7007,"Lielupe","river","HM",1,0.71,"High",5,4,46,1,1,2,0.913738019169329,0.00319488817891374,0.0830670926517572,0,0,11,4,51.158,10.342,12.086,4.342,3.015
"LTR1583","LTR1583_2.10.2018","LTR1583_2018",2,10,2018,2018-10-02,56.0217,24.7007,"Lielupe","river","HM",1,0.57,"Good",3,2,9,0,0,0,0.913738019169329,0.00319488817891374,0.0830670926517572,0,0,11,4,51.417,18.833,11.95,4.233,3.085
"LTR1583","LTR1583_30.9.2021","LTR1583_2021",30,9,2021,2021-09-30,56.0217,24.7007,"Lielupe","river","HM",1,0.57,"Good",5,5,27,0,0,0,0.913738019169329,0.00319488817891374,0.0830670926517572,0,0,11,4,55.683,8.092,11.942,4.083,3.15
"LTR1584","LTR1584_2.10.2017","LTR1584_2017",2,10,2017,2017-10-02,56.1204,24.4896,"Lielupe","river","N",1,0.44,"Moderate",1,1,24,0,0,0,0.688888888888889,0.184126984126984,0.126984126984127,0,0,5,2,58.592,14.9,10.392,3.567,3.045
"LTR1584","LTR1584_5.10.2021","LTR1584_2021",5,10,2021,2021-10-05,56.1204,24.4896,"Lielupe","river","N",1,0.49,"Moderate",1,1,10,0,0,0,0.688888888888889,0.184126984126984,0.126984126984127,0,0,5,2,55.4,7.767,11.65,3.958,3.058
"LTR1585","LTR1585_26.9.2017","LTR1585_2017",26,9,2017,2017-09-26,56.07934999,21.21065518,"Venta","river","N",1,0.55,"Moderate",2,2,136,0,0,0,0.753164556962025,0.0379746835443038,0.208860759493671,0,0,6,2,53.95,22.433,10.217,4.583,3.668
"LTR1585","LTR1585_22.9.2022","LTR1585_2022",22,9,2022,2022-09-22,56.07934999,21.21065518,"Venta","river","N",1,0.69,"Good",6,2,68,0,0,0,0.753164556962025,0.0379746835443038,0.208860759493671,0,0,6,2,60.6,26.592,11.458,5.233,3.758
"LTR1586","LTR1586_3.10.2017","LTR1586_2017",3,10,2017,2017-10-03,55.76038719,22.61693272,"Venta","river","N",1,0.68,"Good",5,4,278,0,0,0,0.829113924050633,0,0.170886075949367,0,0,6,2,69.85,26.8,9.767,3.192,3.579
