"site_id","sample_id","site_code","day","month","year","date","latitude","longitude","waterbody_name","waterbody_type","state","river_type","eqr","eqc","dipt_spp_rich","dipt_fam_rich","dipt_abund","vec_rich","vec_fam_rich","vec_abund","agricultural_areas","artificial_surfaces","forest_and_semi_natural_areas","water_bodies","wetlands","observation_period","sampling_events","ppt","q","tmax","tmin","ws","elevation"
"LTR1367","LTR1367_20.9.2016","LTR1367_2016",20,9,2016,"2016-09-20",55.9129246,21.08596378,"Nemunas","river","HM",1,0.41,"Moderate",1,1,29,0,0,0,0.237341772151899,0.762658227848101,0,0,0,12,4,65.8083333333333,16.7666666666667,11.6575,5.77666666666667,3.92333333333333,2.09243941307068
"LTR1367","LTR1367_26.9.2019","LTR1367_2019",26,9,2019,"2019-09-26",55.9129246,21.08596378,"Nemunas","river","HM",1,0.5,"Good",1,1,223,0,0,0,0.237341772151899,0.762658227848101,0,0,0,12,4,49.0333333333333,13.9833333333333,12.3333333333333,6.31666666666667,3.925,2.09243941307068
"LTR1367","LTR1367_22.9.2022","LTR1367_2022",22,9,2022,"2022-09-22",55.9129246,21.08596378,"Nemunas","river","HM",1,0.39,"Moderate",3,2,72,1,1,5,0.237341772151899,0.762658227848101,0,0,0,12,4,61.3833333333333,27.8083333333333,11.675,5.60833333333334,4.2,2.09243941307068
"LTR1368","LTR1368_28.9.2011","LTR1368_2011",28,9,2011,"2011-09-28",55.3534,22.2035,"Nemunas","river","N",5,NA,NA,1,1,14,0,0,0,0.578778135048232,0,0.421221864951768,0,0,8,3,81.075,36.8,10.2866666666667,2.68583333333333,3.34833333333333,48.8362922668457
"LTR1368","LTR1368_29.9.2014","LTR1368_2014",29,9,2014,"2014-09-29",55.3534,22.2035,"Nemunas","river","N",5,0.41,"Moderate",2,1,21,0,0,0,0.578778135048232,0,0.421221864951768,0,0,8,3,69.0583333333333,23.5083333333333,11.97,4.69166666666667,3.24083333333333,48.8362922668457
"LTR1368","LTR1368_19.9.2018","LTR1368_2018",19,9,2018,"2018-09-19",55.3534,22.2035,"Nemunas","river","N",5,0.37,"Poor",1,1,841,0,0,0,0.578778135048232,0,0.421221864951768,0,0,8,3,76.725,38.2083333333333,11.9166666666667,4.65,3.20416666666667,48.8362922668457
"LTR1369","LTR1369_3.10.2011","LTR1369_2011",3,10,2011,"2011-10-03",55.332,21.6035,"Nemunas","river","N",2,NA,NA,1,1,1,0,0,0,0.968454258675079,0,0.0315457413249211,0,0,10,3,78.0166666666667,32.4166666666667,10.8066666666667,3.16833333333334,3.47833333333333,8.27857780456543
"LTR1369","LTR1369_2.10.2014","LTR1369_2014",2,10,2014,"2014-10-02",55.332,21.6035,"Nemunas","river","N",2,0.61,"Good",3,2,80,0,0,0,0.968454258675079,0,0.0315457413249211,0,0,10,3,57.8,19.6583333333333,12.42,5.01916666666667,3.36166666666667,8.27857780456543
"LTR1369","LTR1369_16.9.2020","LTR1369_2020",16,9,2020,"2020-09-16",55.332,21.6035,"Nemunas","river","N",2,0.61,"Good",1,1,129,0,0,0,0.968454258675079,0,0.0315457413249211,0,0,10,3,66.8083333333333,13.8666666666667,13.0333333333333,5.61666666666667,3.63333333333333,8.27857780456543
"LTR137","LTR137_27.9.2010","LTR137_2010",27,9,2010,"2010-09-27",54.962,22.7276,"Nemunas","river","N",4,NA,NA,1,1,25,0,0,0,0.566775244299674,0.143322475570033,0.289902280130293,0,0,11,9,68.5416666666667,17.8666666666667,10.9283333333333,3.52833333333334,3.1875,21.2403316497803
"LTR137","LTR137_13.10.2011","LTR137_2011",13,10,2011,"2011-10-13",54.962,22.7276,"Nemunas","river","N",4,NA,NA,1,1,38,0,0,0,0.566775244299674,0.143322475570033,0.289902280130293,0,0,11,9,65.1166666666667,20.6666666666667,10.9241666666667,3.06333333333334,3.44083333333333,21.2403316497803
"LTR137","LTR137_25.9.2012","LTR137_2012",25,9,2012,"2012-09-25",54.962,22.7276,"Nemunas","river","N",4,NA,NA,1,1,61,0,0,0,0.566775244299674,0.143322475570033,0.289902280130293,0,0,11,9,55.9333333333333,14.125,11.4808333333333,3.87666666666667,3.47416666666667,21.2403316497803
"LTR137","LTR137_10.10.2013","LTR137_2013",10,10,2013,"2013-10-10",54.962,22.7276,"Nemunas","river","N",4,0.8571,"High",4,4,97,1,1,47,0.566775244299674,0.143322475570033,0.289902280130293,0,0,11,9,63.7333333333333,19.5416666666667,10.8716666666667,3.39,3.12833333333333,21.2403316497803
"LTR137","LTR137_30.9.2014","LTR137_2014",30,9,2014,"2014-09-30",54.962,22.7276,"Nemunas","river","N",4,0.59,"Moderate",1,1,10,0,0,0,0.566775244299674,0.143322475570033,0.289902280130293,0,0,11,9,59.5166666666667,15.2,12.3883333333333,4.92083333333334,3.35833333333333,21.2403316497803
"LTR137","LTR137_5.10.2015","LTR137_2015",5,10,2015,"2015-10-05",54.962,22.7276,"Nemunas","river","N",4,0.63,"Good",1,1,17,0,0,0,0.566775244299674,0.143322475570033,0.289902280130293,0,0,11,9,45.475,11.7333333333333,12.24,4.40166666666667,3.37,21.2403316497803
"LTR137","LTR137_10.10.2016","LTR137_2016",10,10,2016,"2016-10-10",54.962,22.7276,"Nemunas","river","N",4,0.86,"High",3,3,13,1,1,5,0.566775244299674,0.143322475570033,0.289902280130293,0,0,11,9,59.8666666666667,15.4083333333333,12.4216666666667,4.785,3.16333333333333,21.2403316497803
"LTR137","LTR137_2.10.2017","LTR137_2017",2,10,2017,"2017-10-02",54.962,22.7276,"Nemunas","river","N",4,0.71,"Good",3,3,19,0,0,0,0.566775244299674,0.143322475570033,0.289902280130293,0,0,11,9,65.1833333333333,19.6583333333333,10.95,3.94166666666667,3.4125,21.2403316497803
"LTR137","LTR137_8.10.2020","LTR137_2020",8,10,2020,"2020-10-08",54.962,22.7276,"Nemunas","river","N",4,0.59,"Moderate",1,1,108,0,0,0,0.566775244299674,0.143322475570033,0.289902280130293,0,0,11,9,48.8166666666667,4.19166666666667,13.3333333333333,5.60833333333334,3.65,21.2403316497803
"LTR1370","LTR1370_19.9.2011","LTR1370_2011",19,9,2011,"2011-09-19",55.3853,22.5463,"Nemunas","river","N",3,NA,NA,5,5,68,2,2,8,0.493630573248408,0,0.506369426751592,0,0,10,3,76.3,32.8583333333333,9.99,2.35166666666667,3.4825,66.703125
"LTR1370","LTR1370_29.9.2014","LTR1370_2014",29,9,2014,"2014-09-29",55.3853,22.5463,"Nemunas","river","N",3,0.31,"Poor",1,1,20,0,0,0,0.493630573248408,0,0.506369426751592,0,0,10,3,66.275,21.5166666666667,11.68,4.37666666666667,3.38416666666667,66.703125
"LTR1370","LTR1370_24.9.2020","LTR1370_2020",24,9,2020,"2020-09-24",55.3853,22.5463,"Nemunas","river","N",3,0.63,"Good",5,4,1070,1,1,45,0.493630573248408,0,0.506369426751592,0,0,10,3,59.775,12.3333333333333,12.4583333333333,4.925,3.68333333333333,66.703125
"LTR1374","LTR1374_19.9.2011","LTR1374_2011",19,9,2011,"2011-09-19",55.39152963,22.41105336,"Nemunas","river","N",1,NA,NA,3,3,299,1,1,287,0.509677419354839,0,0.490322580645161,0,0,4,2,79.8083333333333,35.9166666666667,10.0633333333333,2.41666666666667,3.44416666666667,78.0185012817383
"LTR1374","LTR1374_29.9.2014","LTR1374_2014",29,9,2014,"2014-09-29",55.39152963,22.41105336,"Nemunas","river","N",1,0.72,"Good",7,4,151,1,1,4,0.509677419354839,0,0.490322580645161,0,0,4,2,68.8,23.4166666666667,11.7508333333333,4.43416666666667,3.34166666666667,78.0185012817383
"LTR1376","LTR1376_3.10.2011","LTR1376_2011",3,10,2011,"2011-10-03",55.5374,21.4014,"Nemunas","river","N",2,NA,NA,2,2,4,0,0,0,0.730769230769231,0,0.269230769230769,0,0,10,3,78.425,33.35,10.5816666666667,3.50833333333333,3.835,4.66929388046265
"LTR1376","LTR1376_1.10.2014","LTR1376_2014",1,10,2014,"2014-10-01",55.5374,21.4014,"Nemunas","river","N",2,0.7,"Good",7,4,44,1,1,8,0.730769230769231,0,0.269230769230769,0,0,10,3,57.8083333333333,20.1083333333333,12.21,5.36916666666667,3.7175,4.66929388046265
"LTR1376","LTR1376_16.9.2020","LTR1376_2020",16,9,2020,"2020-09-16",55.5374,21.4014,"Nemunas","river","N",2,0.73,"Good",4,3,321,1,1,36,0.730769230769231,0,0.269230769230769,0,0,10,3,68.3166666666667,15.6166666666667,12.95,6.09166666666667,4.09166666666667,4.66929388046265
"LTR1377","LTR1377_21.9.2011","LTR1377_2011",21,9,2011,"2011-09-21",56.1662,21.2487,"Venta","river","N",2,NA,NA,3,3,24,0,0,0,0.764516129032258,0,0.235483870967742,0,0,10,3,78.8416666666667,36.075,9.92916666666667,3.51583333333334,3.76083333333333,18.9530448913574
"LTR1377","LTR1377_30.9.2014","LTR1377_2014",30,9,2014,"2014-09-30",56.1662,21.2487,"Venta","river","N",2,0.42,"Moderate",5,1,74,0,0,0,0.764516129032258,0,0.235483870967742,0,0,10,3,64.2333333333333,19.2083333333333,11.5733333333333,5.47416666666667,3.63333333333333,18.9530448913574
"LTR1377","LTR1377_18.9.2020","LTR1377_2020",18,9,2020,"2020-09-18",56.1662,21.2487,"Venta","river","N",2,0.57,"Moderate",5,3,701,0,0,0,0.764516129032258,0,0.235483870967742,0,0,10,3,64.6166666666667,15.25,12.3166666666667,6.10833333333333,4.01666666666667,18.9530448913574
"LTR1378","LTR1378_21.9.2011","LTR1378_2011",21,9,2011,"2011-09-21",55.67201875,25.76042049,"Nemunas","river","N",1,NA,NA,3,3,22,0,0,0,0.684713375796178,0,0.315286624203822,0,0,12,4,57.9,18.1416666666667,10.22,2.08583333333333,3.11,115.750228881836
"LTR1378","LTR1378_15.9.2014","LTR1378_2014",15,9,2014,"2014-09-15",55.67201875,25.76042049,"Nemunas","river","N",1,0.53,"Moderate",2,2,5,0,0,0,0.684713375796178,0,0.315286624203822,0,0,12,4,59.3083333333333,11.1,11.8025,4.11583333333334,3.07666666666667,115.750228881836
"LTR1378","LTR1378_19.9.2019","LTR1378_2019",19,9,2019,"2019-09-19",55.67201875,25.76042049,"Nemunas","river","N",1,0.7,"Good",1,1,18,0,0,0,0.684713375796178,0,0.315286624203822,0,0,12,4,44.8416666666667,8.425,12.3166666666667,4.36666666666667,2.84166666666667,115.750228881836
"LTR1378","LTR1378_26.9.2022","LTR1378_2022",26,9,2022,"2022-09-26",55.67201875,25.76042049,"Nemunas","river","N",1,0.67,"Good",3,2,11,0,0,0,0.684713375796178,0,0.315286624203822,0,0,12,4,57.9166666666667,17.1416666666667,11.4833333333333,3.475,3.24166666666667,115.750228881836
"LTR1379","LTR1379_24.9.2013","LTR1379_2013",24,9,2013,"2013-09-24",55.91262141,21.78035304,"Nemunas","river","N",2,1,"High",6,5,351,1,1,1,0.667731629392971,0.00638977635782748,0.31629392971246,0.00958466453674121,0,10,4,68.8833333333333,33.6833333333333,10.0016666666667,3.06666666666667,2.91083333333333,99.556770324707
"LTR1379","LTR1379_12.10.2015","LTR1379_2015",12,10,2015,"2015-10-12",55.91262141,21.78035304,"Nemunas","river","N",3,0.92,"High",8,7,253,1,1,28,0.667731629392971,0.00638977635782748,0.31629392971246,0.00958466453674121,0,10,4,58.525,23.875,11.1008333333333,4.20916666666667,3.24333333333333,99.556770324707
"LTR1379","LTR1379_1.10.2019","LTR1379_2019",1,10,2019,"2019-10-01",55.91262141,21.78035304,"Nemunas","river","N",3,0.72,"Good",4,3,225,1,1,19,0.667731629392971,0.00638977635782748,0.31629392971246,0.00958466453674121,0,10,4,54.3833333333333,18.075,11.575,4.85,3.05,99.556770324707
"LTR1379","LTR1379_5.10.2022","LTR1379_2022",5,10,2022,"2022-10-05",55.91262141,21.78035304,"Nemunas","river","N",3,0.79,"Good",12,6,164,1,1,1,0.667731629392971,0.00638977635782748,0.31629392971246,0.00958466453674121,0,10,4,68.2833333333333,32.7583333333333,11.05,4.175,3.15833333333333,99.556770324707
"LTR138","LTR138_14.10.2014","LTR138_2014",14,10,2014,"2014-10-14",56.0293,21.0698,"Venta","river","N",2,0.31,"Poor",2,1,16,0,0,0,0.00958466453674121,0.268370607028754,0.115015974440895,0.60702875399361,0,2,2,54.2666666666667,15.2416666666667,11.995,5.94,4.34833333333333,-0.0119541706517339
"LTR138","LTR138_16.9.2015","LTR138_2015",16,9,2015,"2015-09-16",56.0293,21.0698,"Venta","river","N",2,0.43,"Moderate",6,3,66,0,0,0,0.00958466453674121,0.268370607028754,0.115015974440895,0.60702875399361,0,2,2,50.375,14.525,11.6083333333333,5.46916666666667,4.39666666666667,-0.0119541706517339
"LTR1380","LTR1380_26.9.2011","LTR1380_2011",26,9,2011,"2011-09-26",55.1336,23.7913,"Nemunas","river","N",1,NA,NA,3,3,59,0,0,0,0.576923076923077,0.243589743589744,0.179487179487179,0,0,11,4,59.8666666666667,16.2083333333333,10.49,2.6925,3.375,22.9213962554932
"LTR1380","LTR1380_25.9.2014","LTR1380_2014",25,9,2014,"2014-09-25",55.1336,23.7913,"Nemunas","river","N",1,0.48,"Moderate",1,1,32,0,0,0,0.576923076923077,0.243589743589744,0.179487179487179,0,0,11,4,54.4166666666667,11.8416666666667,12.1266666666667,4.66916666666667,3.29666666666667,22.9213962554932
"LTR1380","LTR1380_10.10.2018","LTR1380_2018",10,10,2018,"2018-10-10",55.1336,23.7913,"Nemunas","river","N",1,0.79,"Good",3,3,66,0,0,0,0.576923076923077,0.243589743589744,0.179487179487179,0,0,11,4,50.6083333333333,18.7583333333333,12.2333333333333,4.51666666666667,3.3225,22.9213962554932
"LTR1380","LTR1380_21.9.2021","LTR1380_2021",21,9,2021,"2021-09-21",55.1336,23.7913,"Nemunas","river","N",1,0.55,"Moderate",1,1,13,0,0,0,0.576923076923077,0.243589743589744,0.179487179487179,0,0,11,4,53.775,8.74166666666667,11.9916666666667,4.24166666666667,3.325,22.9213962554932
"LTR1382","LTR1382_27.9.2016","LTR1382_2016",27,9,2016,"2016-09-27",55.6511,25.0991,"Nemunas","river","N",1,0.82,"High",5,5,141,0,0,0,0.231511254019293,0,0.768488745980707,0,0,6,2,55.475,11.5083333333333,11.8791666666667,4.09416666666667,3.04916666666667,80.7610397338867
"LTR1382","LTR1382_16.9.2021","LTR1382_2021",16,9,2021,"2021-09-16",55.6511,25.0991,"Nemunas","river","N",1,0.86,"High",8,6,128,1,1,17,0.231511254019293,0,0.768488745980707,0,0,6,2,55.0666666666667,7.725,11.8833333333333,3.825,3.29166666666667,80.7610397338867
"LTR1385","LTR1385_26.9.2012","LTR1385_2012",26,9,2012,"2012-09-26",54.75546169,24.95757728,"Nemunas","river","N",1,NA,NA,11,10,48,2,2,6,0.143769968051118,0,0.856230031948882,0,0,11,4,51.8083333333333,9.725,10.9616666666667,3.12416666666667,3.3925,89.884635925293
"LTR1385","LTR1385_28.9.2016","LTR1385_2016",28,9,2016,"2016-09-28",54.75546169,24.95757728,"Nemunas","river","N",1,0.81,"High",6,5,34,2,2,4,0.143769968051118,0,0.856230031948882,0,0,11,4,58.525,14.9583333333333,11.9566666666667,4.05916666666667,3.20583333333333,89.884635925293
"LTR1385","LTR1385_30.9.2019","LTR1385_2019",30,9,2019,"2019-09-30",54.75546169,24.95757728,"Nemunas","river","N",1,0.73,"Good",4,4,126,0,0,0,0.143769968051118,0,0.856230031948882,0,0,11,4,39.875,7.14166666666667,12.6833333333333,4.50833333333334,3.05,89.884635925293
"LTR1385","LTR1385_26.9.2022","LTR1385_2022",26,9,2022,"2022-09-26",54.75546169,24.95757728,"Nemunas","river","N",1,0.75,"Good",5,3,37,0,0,0,0.143769968051118,0,0.856230031948882,0,0,11,4,57.6,19.0916666666667,11.5916666666667,3.53333333333333,3.48333333333333,89.884635925293
"LTR1388","LTR1388_1.10.2013","LTR1388_2013",1,10,2013,"2013-10-01",55.1477,22.7052,"Nemunas","river","N",1,0.4286,"Poor",2,2,27,0,0,0,0.987179487179487,0,0.0128205128205128,0,0,7,3,66.1666666666667,22.35,10.6458333333333,3.17666666666667,3.12166666666667,31.7110404968262
"LTR1388","LTR1388_11.10.2016","LTR1388_2016",11,10,2016,"2016-10-11",55.1477,22.7052,"Nemunas","river","N",1,0.52,"Moderate",3,3,87,0,0,0,0.987179487179487,0,0.0128205128205128,0,0,7,3,61.6916666666667,16.725,12.1433333333333,4.61333333333334,3.16916666666667,31.7110404968262
"LTR1388","LTR1388_7.10.2019","LTR1388_2019",7,10,2019,"2019-10-07",55.1477,22.7052,"Nemunas","river","N",1,0.54,"Moderate",3,3,20,0,0,0,0.987179487179487,0,0.0128205128205128,0,0,7,3,48.9333333333333,13.3666666666667,12.5,4.89166666666667,3.21666666666667,31.7110404968262
"LTR1390","LTR1390_20.9.2016","LTR1390_2016",20,9,2016,"2016-09-20",55.2038,23.0376,"Nemunas","river","HM",1,0.54,"Good",3,3,44,0,0,0,0.852090032154341,0,0.147909967845659,0,0,4,2,62.0916666666667,16.225,11.8408333333333,4.39916666666667,3.29166666666667,59.4884719848633
"LTR1390","LTR1390_24.9.2019","LTR1390_2019",24,9,2019,"2019-09-24",55.2038,23.0376,"Nemunas","river","HM",1,0.29,"Poor",1,1,2,0,0,0,0.852090032154341,0,0.147909967845659,0,0,4,2,46.2916666666667,12.25,12.4666666666667,4.73333333333334,3.29166666666667,59.4884719848633
"LTR1391","LTR1391_23.9.2013","LTR1391_2013",23,9,2013,"2013-09-23",55.1638,23.1341,"Nemunas","river","HM",1,0.1429,"Bad",4,4,92,0,0,0,1,0,0,0,0,7,3,56.7833333333333,19.9916666666667,10.5308333333333,3.03916666666667,3.24333333333333,62
"LTR1391","LTR1391_20.9.2016","LTR1391_2016",20,9,2016,"2016-09-20",55.1638,23.1341,"Nemunas","river","HM",1,0.49,"Moderate",1,1,88,0,0,0,1,0,0,0,0,7,3,60.4833333333333,15.5083333333333,11.8816666666667,4.41333333333334,3.295,62
"LTR1391","LTR1391_24.9.2019","LTR1391_2019",24,9,2019,"2019-09-24",55.1638,23.1341,"Nemunas","river","HM",1,0.56,"Good",3,3,46,1,1,10,1,0,0,0,0,7,3,44.5833333333333,11.4916666666667,12.5166666666667,4.775,3.3,62
"LTR1394","LTR1394_21.9.2016","LTR1394_2016",21,9,2016,"2016-09-21",55.1003,23.7951,"Nemunas","river","N",1,0.53,"Moderate",2,2,936,0,0,0,0.493548387096774,0.0774193548387097,0.429032258064516,0,0,5,2,55.3,12.575,12.1108333333333,4.56083333333333,3.1775,30.9293880462646
"LTR1394","LTR1394_12.10.2020","LTR1394_2020",12,10,2020,"2020-10-12",55.1003,23.7951,"Nemunas","river","N",1,0.46,"Moderate",1,1,2,0,0,0,0.493548387096774,0.0774193548387097,0.429032258064516,0,0,5,2,44.6833333333333,2.75,13.1833333333333,5.375,3.63333333333333,30.9293880462646
"LTR1395","LTR1395_24.9.2012","LTR1395_2012",24,9,2012,"2012-09-24",54.709,23.3257,"Nemunas","river","N",2,NA,NA,3,3,196,0,0,0,0.891373801916933,0.108626198083067,0,0,0,10,4,50.5666666666667,10.6166666666667,11.5108333333333,3.77916666666667,3.49416666666667,41.4484176635742
"LTR1395","LTR1395_29.9.2015","LTR1395_2015",29,9,2015,"2015-09-29",54.709,23.3257,"Nemunas","river","HM",2,0.54,"Good",3,3,120,0,0,0,0.891373801916933,0.108626198083067,0,0,0,10,4,39.3916666666667,8.51666666666667,12.29,4.21083333333333,3.3575,41.4484176635742
"LTR1395","LTR1395_1.10.2018","LTR1395_2018",1,10,2018,"2018-10-01",54.709,23.3257,"Nemunas","river","HM",2,0.67,"Good",3,3,29,1,1,4,0.891373801916933,0.108626198083067,0,0,0,10,4,51.6,19.5333333333333,12.625,4.7,3.39333333333333,41.4484176635742
"LTR1395","LTR1395_4.10.2021","LTR1395_2021",4,10,2021,"2021-10-04",54.709,23.3257,"Nemunas","river","HM",2,0.53,"Good",3,2,36,0,0,0,0.891373801916933,0.108626198083067,0,0,0,10,4,54.825,6.03333333333333,11.9333333333333,4.125,3.375,41.4484176635742
"LTR1397","LTR1397_24.9.2012","LTR1397_2012",24,9,2012,"2012-09-24",55.85740419,21.21620413,"Nemunas","river","N",1,NA,NA,1,1,287,0,0,0,0.858064516129032,0.0612903225806452,0.0806451612903226,0,0,11,4,67.2916666666667,26.6083333333333,10.9316666666667,4.70583333333333,3.8325,6.84569358825684
"LTR1397","LTR1397_20.9.2016","LTR1397_2016",20,9,2016,"2016-09-20",55.85740419,21.21620413,"Nemunas","river","HM",1,0.28,"Poor",0,0,0,0,0,0,0.858064516129032,0.0612903225806452,0.0806451612903226,0,0,11,4,68.025,18.6333333333333,11.5841666666667,5.53916666666667,3.47166666666667,6.84569358825684
"LTR1397","LTR1397_26.9.2019","LTR1397_2019",26,9,2019,"2019-09-26",55.85740419,21.21620413,"Nemunas","river","HM",1,0.25,"Poor",2,1,79,0,0,0,0.858064516129032,0.0612903225806452,0.0806451612903226,0,0,11,4,50.9416666666667,16,12.2333333333333,6.05833333333334,3.45833333333333,6.84569358825684
"LTR1397","LTR1397_28.9.2022","LTR1397_2022",28,9,2022,"2022-09-28",55.85740419,21.21620413,"Nemunas","river","HM",1,0.26,"Poor",1,1,79,0,0,0,0.858064516129032,0.0612903225806452,0.0806451612903226,0,0,11,4,63.0166666666667,29.375,11.5916666666667,5.31666666666667,3.74166666666667,6.84569358825684
"LTR1398","LTR1398_29.9.2011","LTR1398_2011",29,9,2011,"2011-09-29",55.6867,21.4054,"Nemunas","river","N",1,NA,NA,0,0,0,0,0,0,0.493670886075949,0.218354430379747,0.287974683544304,0,0,11,4,83,38.9583333333333,10.1616666666667,3.3775,3.6225,13.622968673706
"LTR1398","LTR1398_1.10.2014","LTR1398_2014",1,10,2014,"2014-10-01",55.6867,21.4054,"Nemunas","river","N",1,0.69,"Good",3,2,27,0,0,0,0.493670886075949,0.218354430379747,0.287974683544304,0,0,11,4,58.0333333333333,20.9833333333333,11.9725,5.3775,3.485,13.622968673706
"LTR1398","LTR1398_18.9.2018","LTR1398_2018",18,9,2018,"2018-09-18",55.6867,21.4054,"Nemunas","river","N",1,0.64,"Good",2,2,42,0,0,0,0.493670886075949,0.218354430379747,0.287974683544304,0,0,11,4,81.475,42.1,11.75,5.29166666666667,3.22333333333333,13.622968673706
"LTR1398","LTR1398_21.9.2021","LTR1398_2021",21,9,2021,"2021-09-21",55.6867,21.4054,"Nemunas","river","N",1,0.52,"Moderate",2,2,17,0,0,0,0.493670886075949,0.218354430379747,0.287974683544304,0,0,11,4,63.025,11.1083333333333,11.825,5.21666666666667,3.49166666666667,13.622968673706
"LTR1400","LTR1400_21.9.2011","LTR1400_2011",21,9,2011,"2011-09-21",56.0666,21.3773,"Nemunas","river","HM",1,NA,NA,1,1,12,0,0,0,1,0,0,0,0,11,4,81.8666666666667,39.0333333333333,9.81166666666667,3.22416666666667,3.43416666666667,37.9463233947754
"LTR1400","LTR1400_30.9.2014","LTR1400_2014",30,9,2014,"2014-09-30",56.0666,21.3773,"Nemunas","river","HM",1,0.38,"Moderate",0,0,0,0,0,0,1,0,0,0,0,11,4,66.95,22.0333333333333,11.4716666666667,5.205,3.3125,37.9463233947754
"LTR1400","LTR1400_25.9.2018","LTR1400_2018",25,9,2018,"2018-09-25",56.0666,21.3773,"Nemunas","river","HM",1,0.39,"Moderate",0,0,0,0,0,0,1,0,0,0,0,11,4,79.8666666666667,40.9166666666667,11.3083333333333,5.125,3.215,37.9463233947754
"LTR1400","LTR1400_21.9.2021","LTR1400_2021",21,9,2021,"2021-09-21",56.0666,21.3773,"Nemunas","river","HM",1,0.31,"Poor",1,1,23,0,0,0,1,0,0,0,0,11,4,63.0833333333333,9.99166666666667,11.45,5.09166666666667,3.34166666666667,37.9463233947754
"LTR1403","LTR1403_26.9.2017","LTR1403_2017",26,9,2017,"2017-09-26",55.9042,21.5691,"Nemunas","river","N",1,0.78,"Good",5,4,49,1,1,6,0.619354838709677,0,0.380645161290323,0,0,1,1,60.0416666666667,27.7833333333333,10.0333333333333,3.93333333333333,3.155,64.2589492797852
"LTR1404","LTR1404_7.10.2011","LTR1404_2011",7,10,2011,"2011-10-07",53.9551,23.8342,"Nemunas","river","N",3,NA,NA,10,8,73,2,2,39,0.21405750798722,0,0.699680511182109,0.0862619808306709,0,9,3,52.65,12.8166666666667,11.1225,2.69833333333334,3.37083333333333,93.6113204956055
"LTR1404","LTR1404_14.10.2014","LTR1404_2014",14,10,2014,"2014-10-14",53.9551,23.8342,"Nemunas","river","N",2,0.58,"Moderate",3,3,300,0,0,0,0.21405750798722,0,0.699680511182109,0.0862619808306709,0,9,3,45.3416666666667,10.075,12.6858333333333,4.52833333333334,3.20416666666667,93.6113204956055
"LTR1404","LTR1404_15.10.2019","LTR1404_2019",15,10,2019,"2019-10-15",53.9551,23.8342,"Nemunas","river","N",2,0.53,"Moderate",2,2,86,0,0,0,0.21405750798722,0,0.699680511182109,0.0862619808306709,0,9,3,40.0083333333333,5.35833333333333,13.2,4.75,3.125,93.6113204956055
"LTR1413","LTR1413_25.9.2014","LTR1413_2014",25,9,2014,"2014-09-25",55.87400224,21.74659444,"Nemunas","river","N",3,0.78,"Good",4,4,180,0,0,0,0.699680511182109,0,0.300319488817891,0,0,1,1,69.9166666666667,25.3166666666667,11.3416666666667,4.62833333333334,3.17833333333333,66.526611328125
"LTR1418","LTR1418_28.9.2015","LTR1418_2015",28,9,2015,"2015-09-28",55.4073,23.257,"Nemunas","river","N",3,1,"High",4,4,69,0,0,0,0.787974683544304,0,0.212025316455696,0,0,5,2,42.4166666666667,12.1333333333333,11.4425,3.59416666666667,3.35583333333333,81.0789947509766
"LTR1418","LTR1418_25.9.2019","LTR1418_2019",25,9,2019,"2019-09-25",55.4073,23.257,"Nemunas","river","N",3,0.75,"Good",3,3,27,1,1,8,0.787974683544304,0,0.212025316455696,0,0,5,2,44.5833333333333,11.5666666666667,12.1666666666667,4.5,3.225,81.0789947509766
"LTR1419","LTR1419_2.10.2013","LTR1419_2013",2,10,2013,"2013-10-02",55.27701987,23.14075265,"Nemunas","river","N",1,0.7143,"Good",4,4,202,0,0,0,0.923076923076923,0,0.0769230769230769,0,0,1,1,62.9583333333333,20.9,10.1808333333333,2.735,3.1775,68
"LTR1420","LTR1420_17.10.2017","LTR1420_2017",17,10,2017,"2017-10-17",55.38496415,23.30776681,"Nemunas","river","N",1,0.59,"Moderate",3,3,43,0,0,0,0.815873015873016,0,0.184126984126984,0,0,6,2,61.7583333333333,18.9166666666667,10.0416666666667,3.20833333333334,3.41083333333333,81.6497497558594
"LTR1420","LTR1420_13.10.2022","LTR1420_2022",13,10,2022,"2022-10-13",55.38496415,23.30776681,"Nemunas","river","N",1,0.89,"High",5,5,13,1,1,1,0.815873015873016,0,0.184126984126984,0,0,6,2,62.175,19.95,11.175,3.51666666666667,3.41666666666667,81.6497497558594
"LTR1428","LTR1428_26.9.2012","LTR1428_2012",26,9,2012,"2012-09-26",55.0049,23.0148,"Nemunas","river","HM",1,NA,NA,1,1,11,0,0,0,0.762057877813505,0,0.237942122186495,0,0,5,2,54.5333333333333,14.1583333333333,11.1641666666667,3.57833333333334,3.52916666666667,53.0989723205566
"LTR1428","LTR1428_10.10.2016","LTR1428_2016",10,10,2016,"2016-10-10",55.0049,23.0148,"Nemunas","river","HM",1,0.68,"Good",2,2,31,0,0,0,0.762057877813505,0,0.237942122186495,0,0,5,2,57.8833333333333,14.8166666666667,12.1075,4.495,3.21833333333333,53.0989723205566
"LTR1430","LTR1430_26.9.2012","LTR1430_2012",26,9,2012,"2012-09-26",54.90575798,22.93585228,"Nemunas","river","HM",1,NA,NA,1,1,64,0,0,0,0.974522292993631,0.0254777070063694,0,0,0,1,1,53.15,12.7416666666667,11.3933333333333,3.74,3.48583333333333,38.3971366882324
